,TrainA,TrainB,TrainC,TrainHC
44718,8,14,1,-1
44719,13,3,7,-1
44720,14,3,5,9
44721,8,6,2,-1
44722,0,11,3,-1
44723,10,9,4,-1
44724,2,14,1,-1
44725,14,14,6,-1
44726,2,3,8,-1
44727,12,9,12,9
44728,13,11,14,-1
44729,6,8,0,-1
44730,6,5,8,-1
44731,11,14,1,-1
44732,11,4,8,-1
44733,10,10,12,-1
44734,12,0,1,6
44735,13,3,3,-1
44736,9,12,3,-1
44737,2,7,6,-1
44738,7,7,8,-1
44739,5,3,3,-1
44740,0,14,11,-1
44741,0,11,9,9
44742,12,6,10,-1
44743,9,13,4,-1
44744,10,9,0,-1
44745,1,4,6,-1
44746,10,12,1,-1
44747,7,3,1,-1
44748,11,8,8,6
44749,9,8,6,-1
44750,5,3,13,-1
44751,0,7,4,-1
44752,3,9,11,-1
44753,10,6,2,-1
44754,3,2,1,-1
44755,0,9,14,8
44756,0,6,14,-1
44757,9,14,1,-1
44758,10,9,10,-1
44759,7,5,5,-1
44760,0,5,1,-1
44761,11,5,11,-1
44762,10,8,12,7
44763,1,14,0,-1
44764,1,2,13,-1
44765,14,12,9,-1
44766,5,10,6,-1
44767,9,14,11,-1
44768,12,9,2,-1
44769,4,2,3,7
44770,6,4,9,-1
44771,5,12,8,-1
44772,4,14,6,-1
44773,8,8,7,-1
44774,7,8,11,-1
44775,5,6,7,-1
44776,2,6,8,8
44777,9,12,13,-1
44778,7,4,1,-1
44779,5,9,8,-1
44780,2,5,6,-1
44781,0,11,11,-1
44782,11,14,4,-1
44783,13,1,4,7
44784,2,12,12,-1
44785,12,0,10,-1
44786,8,1,7,-1
44787,13,6,6,-1
44788,10,4,6,-1
44789,0,8,8,-1
44790,8,4,5,7
44791,1,10,11,-1
44792,12,4,4,-1
44793,12,9,5,-1
44794,10,11,7,-1
44795,4,1,0,-1
44796,12,7,9,-1
44797,8,5,10,7
44798,11,5,3,-1
44799,9,11,12,-1
44800,3,0,9,-1
44801,0,11,9,-1
44802,10,10,2,-1
44803,10,2,7,-1
44804,7,5,7,7
44805,13,6,6,-1
44806,5,11,0,-1
44807,8,12,8,-1
44808,5,2,6,-1
44809,7,7,2,-1
44810,8,5,0,-1
44811,13,1,4,7
44812,13,5,4,-1
44813,2,10,6,-1
44814,13,1,14,-1
44815,13,11,3,-1
44816,8,12,0,-1
44817,2,3,2,-1
44818,11,11,0,9
44819,9,10,11,-1
44820,11,3,7,-1
44821,7,9,14,-1
44822,1,5,6,-1
44823,1,13,2,-1
44824,1,8,9,-1
44825,1,9,8,8
44826,7,9,9,-1
44827,1,13,3,-1
44828,9,5,14,-1
44829,6,10,10,-1
44830,8,3,5,-1
44831,8,10,2,-1
44832,5,10,4,7
44833,2,1,11,-1
44834,1,10,11,-1
44835,5,6,10,-1
44836,7,2,4,-1
44837,0,8,14,-1
44838,10,6,1,-1
44839,13,9,3,6
44840,13,13,12,-1
44841,6,1,9,-1
44842,7,10,9,-1
44843,3,4,3,-1
44844,1,3,9,-1
44845,5,9,3,-1
44846,11,2,14,9
44847,0,8,11,-1
44848,0,2,13,-1
44849,10,6,1,-1
44850,8,8,8,-1
44851,6,0,6,-1
44852,11,4,10,-1
44853,5,13,14,7
44854,11,0,6,-1
44855,10,4,7,-1
44856,8,11,3,-1
44857,10,3,2,-1
44858,9,7,13,-1
44859,13,11,2,-1
44860,10,5,6,6
44861,7,10,8,-1
44862,12,7,2,-1
44863,14,12,1,-1
44864,2,12,0,-1
44865,4,8,13,-1
44866,6,4,4,-1
44867,0,12,4,9
44868,2,2,6,-1
44869,6,11,12,-1
44870,0,8,13,-1
44871,11,10,9,-1
44872,11,13,6,-1
44873,4,3,14,-1
44874,3,5,4,9
44875,7,5,10,-1
44876,1,3,10,-1
44877,2,5,4,-1
44878,3,9,7,-1
44879,11,12,7,-1
44880,12,4,8,-1
44881,13,13,14,9
44882,8,1,7,-1
44883,10,11,12,-1
44884,1,2,5,-1
44885,12,12,8,-1
44886,8,2,6,-1
44887,1,11,14,-1
44888,3,5,6,8
44889,11,4,14,-1
44890,10,7,12,-1
44891,11,9,11,-1
44892,13,11,10,-1
44893,0,1,11,-1
44894,0,13,13,-1
44895,2,1,12,9
44896,1,11,14,-1
44897,9,2,5,-1
44898,11,13,10,-1
44899,12,14,8,-1
44900,9,8,11,-1
44901,6,9,14,-1
44902,0,1,0,9
44903,4,5,3,-1
44904,2,2,5,-1
44905,5,7,6,-1
44906,14,2,12,-1
44907,9,8,7,-1
44908,5,10,8,-1
44909,4,2,1,8
44910,10,12,12,-1
44911,4,2,2,-1
44912,10,4,2,-1
44913,14,2,2,-1
44914,5,13,4,-1
44915,6,11,5,-1
44916,13,13,13,9
44917,7,10,13,-1
44918,12,9,10,-1
44919,14,7,8,-1
44920,3,10,4,-1
44921,3,13,11,-1
44922,2,13,12,-1
44923,2,5,10,7
44924,11,14,14,-1
44925,9,2,14,-1
44926,0,13,1,-1
44927,7,11,10,-1
44928,6,14,9,-1
44929,9,5,14,-1
44930,0,13,7,7
44931,13,2,13,-1
44932,5,10,14,-1
44933,9,14,10,-1
44934,3,4,12,-1
44935,2,7,4,-1
44936,6,9,5,-1
44937,6,9,0,7
44938,2,3,1,-1
44939,10,11,0,-1
44940,9,8,7,-1
44941,9,3,14,-1
44942,10,6,13,-1
44943,5,0,4,-1
44944,8,6,1,6
44945,14,11,7,-1
44946,13,1,13,-1
44947,10,2,11,-1
44948,6,3,5,-1
44949,7,14,6,-1
44950,2,13,2,-1
44951,6,9,7,6
44952,10,14,9,-1
44953,5,11,8,-1
44954,10,9,5,-1
44955,5,7,12,-1
44956,9,8,12,-1
44957,4,3,1,-1
44958,3,6,7,6
44959,5,5,9,-1
44960,2,14,1,-1
44961,9,9,4,-1
44962,3,13,2,-1
44963,7,9,8,-1
44964,13,3,8,-1
44965,8,10,12,9
44966,9,13,14,-1
44967,3,6,12,-1
44968,1,5,11,-1
44969,13,6,13,-1
44970,9,3,3,-1
44971,8,12,3,-1
44972,4,6,11,6
44973,4,14,8,-1
44974,1,6,1,-1
44975,2,10,0,-1
44976,2,14,14,-1
44977,0,13,2,-1
44978,7,2,8,-1
44979,1,13,11,8
44980,13,1,3,-1
44981,2,1,10,-1
44982,4,6,12,-1
44983,7,14,11,-1
44984,3,11,1,-1
44985,1,2,6,-1
44986,6,8,5,7
44987,3,1,5,-1
44988,4,4,0,-1
44989,12,5,3,-1
44990,7,8,11,-1
44991,14,12,10,-1
44992,10,12,13,-1
44993,10,1,8,9
44994,3,6,11,-1
44995,5,4,1,-1
44996,4,5,14,-1
44997,11,4,4,-1
44998,13,2,9,-1
44999,4,1,6,-1
45000,7,5,4,6
45001,2,2,3,-1
45002,7,3,5,-1
45003,12,8,12,-1
45004,7,14,12,-1
45005,5,6,11,-1
45006,7,0,8,-1
45007,2,12,7,6
45008,14,13,6,-1
45009,4,3,10,-1
45010,8,14,12,-1
45011,9,14,9,-1
45012,11,10,8,-1
45013,1,6,6,-1
45014,10,6,6,7
45015,2,1,13,-1
45016,13,8,2,-1
45017,2,6,12,-1
45018,12,4,7,-1
45019,13,5,8,-1
45020,1,6,5,-1
45021,7,13,2,9
45022,1,12,5,-1
45023,10,6,11,-1
45024,1,4,4,-1
45025,12,14,5,-1
45026,3,8,4,-1
45027,6,10,13,-1
45028,13,6,9,8
45029,9,3,12,-1
45030,0,2,10,-1
45031,11,4,8,-1
45032,0,8,5,-1
45033,6,13,8,-1
45034,11,13,6,-1
45035,4,6,12,6
45036,10,0,9,-1
45037,4,3,7,-1
45038,11,4,11,-1
45039,5,7,0,-1
45040,7,14,7,-1
45041,11,9,1,-1
45042,6,7,14,6
45043,10,9,0,-1
45044,6,6,7,-1
45045,14,4,14,-1
45046,14,4,9,-1
45047,7,4,12,-1
45048,13,0,2,-1
45049,5,6,12,7
45050,0,13,9,-1
45051,7,13,10,-1
45052,9,6,11,-1
45053,3,7,9,-1
45054,9,10,8,-1
45055,10,11,7,-1
45056,0,6,10,8
45057,10,2,4,-1
45058,12,8,2,-1
45059,2,3,12,-1
45060,11,8,7,-1
45061,5,1,7,-1
45062,11,11,3,-1
45063,11,3,0,8
45064,12,12,14,-1
45065,10,0,10,-1
45066,7,1,13,-1
45067,7,7,1,-1
45068,7,3,1,-1
45069,10,1,14,-1
45070,11,7,0,9
45071,7,10,5,-1
45072,7,8,13,-1
45073,8,12,14,-1
45074,6,8,7,-1
45075,7,13,2,-1
45076,5,14,9,-1
45077,2,1,14,8
45078,2,10,7,-1
45079,1,6,14,-1
45080,10,9,5,-1
45081,4,13,1,-1
45082,7,8,0,-1
45083,2,9,2,-1
45084,11,3,3,6
45085,4,3,1,-1
45086,0,3,7,-1
45087,10,7,14,-1
45088,9,5,7,-1
45089,10,1,11,-1
45090,14,5,8,-1
45091,14,10,6,7
45092,8,1,0,-1
45093,8,12,0,-1
45094,14,14,9,-1
45095,6,9,1,-1
45096,0,14,6,-1
45097,7,1,3,-1
45098,5,13,10,8
45099,5,7,12,-1
45100,4,1,0,-1
45101,10,1,3,-1
45102,3,5,10,-1
45103,5,8,2,-1
45104,2,7,5,-1
45105,2,9,1,8
45106,3,10,2,-1
45107,3,6,12,-1
45108,14,10,4,-1
45109,3,5,3,-1
45110,13,1,12,-1
45111,10,9,2,-1
45112,12,11,2,7
45113,6,9,11,-1
45114,10,12,0,-1
45115,8,6,13,-1
45116,13,4,12,-1
45117,1,7,5,-1
45118,5,10,8,-1
45119,9,11,2,8
45120,1,1,8,-1
45121,7,7,11,-1
45122,11,4,1,-1
45123,7,4,4,-1
45124,13,1,14,-1
45125,11,11,9,-1
45126,7,8,11,7
45127,13,4,10,-1
45128,8,14,10,-1
45129,2,4,7,-1
45130,0,12,6,-1
45131,4,1,3,-1
45132,14,4,8,-1
45133,1,4,0,7
45134,4,1,14,-1
45135,1,12,14,-1
45136,10,8,4,-1
45137,9,13,10,-1
45138,12,11,13,-1
45139,3,12,9,-1
45140,11,6,11,9
45141,10,7,10,-1
45142,0,1,5,-1
45143,11,6,2,-1
45144,3,8,8,-1
45145,0,5,5,-1
45146,10,9,8,-1
45147,13,14,3,7
45148,13,14,9,-1
45149,6,5,10,-1
45150,7,13,8,-1
45151,9,5,8,-1
45152,0,7,0,-1
45153,12,8,9,-1
45154,14,7,13,7
45155,1,6,9,-1
45156,5,6,9,-1
45157,13,3,4,-1
45158,0,8,8,-1
45159,8,9,6,-1
45160,13,6,8,-1
45161,9,0,2,8
45162,5,14,9,-1
45163,4,2,12,-1
45164,1,0,6,-1
45165,2,11,1,-1
45166,13,14,8,-1
45167,7,7,9,-1
45168,7,13,12,8
45169,12,14,1,-1
45170,4,6,12,-1
45171,8,1,9,-1
45172,10,0,8,-1
45173,4,2,7,-1
45174,3,8,5,-1
45175,6,7,9,9
45176,9,2,13,-1
45177,7,11,0,-1
45178,10,7,12,-1
45179,3,0,14,-1
45180,11,6,6,-1
45181,14,13,10,-1
45182,7,3,3,6
45183,13,14,12,-1
45184,3,5,3,-1
45185,2,7,12,-1
45186,12,6,12,-1
45187,8,13,0,-1
45188,3,9,0,-1
45189,11,12,1,9
45190,11,12,8,-1
45191,0,8,7,-1
45192,11,4,12,-1
45193,7,9,2,-1
45194,9,5,9,-1
45195,8,0,2,-1
45196,9,4,3,9
45197,14,14,8,-1
45198,5,6,2,-1
45199,8,14,5,-1
45200,3,11,6,-1
45201,5,3,5,-1
45202,4,1,10,-1
45203,8,2,9,9
45204,14,8,9,-1
45205,13,0,2,-1
45206,14,4,14,-1
45207,5,4,4,-1
45208,12,11,4,-1
45209,0,11,4,-1
45210,4,6,12,8
45211,4,6,12,-1
45212,4,7,0,-1
45213,4,2,4,-1
45214,9,6,14,-1
45215,4,12,7,-1
45216,9,7,13,-1
45217,12,4,1,8
45218,1,0,2,-1
45219,3,8,6,-1
45220,13,14,10,-1
45221,8,12,2,-1
45222,6,9,8,-1
45223,4,5,11,-1
45224,7,9,5,7
45225,7,4,5,-1
45226,10,2,6,-1
45227,11,13,5,-1
45228,6,9,14,-1
45229,1,3,2,-1
45230,13,8,9,-1
45231,8,8,7,7
45232,12,14,9,-1
45233,11,10,6,-1
45234,6,2,0,-1
45235,13,0,3,-1
45236,8,14,6,-1
45237,1,11,4,-1
45238,5,4,6,6
45239,3,6,5,-1
45240,7,11,14,-1
45241,6,1,4,-1
45242,0,0,6,-1
45243,8,6,1,-1
45244,0,9,7,-1
45245,5,2,7,7
45246,6,5,3,-1
45247,10,9,7,-1
45248,0,1,9,-1
45249,4,13,2,-1
45250,3,3,6,-1
45251,7,14,7,-1
45252,1,14,2,8
45253,14,9,0,-1
45254,12,6,2,-1
45255,5,10,1,-1
45256,13,6,4,-1
45257,3,5,12,-1
45258,14,7,12,-1
45259,8,5,6,9
45260,0,8,8,-1
45261,1,11,12,-1
45262,12,8,7,-1
45263,14,11,2,-1
45264,10,5,9,-1
45265,3,8,5,-1
45266,8,3,5,7
45267,12,3,0,-1
45268,9,5,7,-1
45269,3,8,0,-1
45270,10,7,14,-1
45271,7,1,12,-1
45272,10,5,11,-1
45273,14,14,3,9
45274,14,7,13,-1
45275,1,10,0,-1
45276,4,3,11,-1
45277,12,1,2,-1
45278,10,3,12,-1
45279,13,4,0,-1
45280,5,7,14,8
45281,12,9,13,-1
45282,1,10,2,-1
45283,1,8,3,-1
45284,6,1,11,-1
45285,12,4,12,-1
45286,8,2,14,-1
45287,1,5,2,7
45288,0,4,5,-1
45289,7,6,8,-1
45290,11,1,4,-1
45291,6,4,7,-1
45292,3,6,3,-1
45293,13,5,14,-1
45294,6,3,7,9
45295,9,1,7,-1
45296,8,3,9,-1
45297,1,10,5,-1
45298,3,14,1,-1
45299,10,6,0,-1
45300,3,8,11,-1
45301,0,5,9,9
45302,6,11,2,-1
45303,11,12,7,-1
45304,5,0,2,-1
45305,13,5,10,-1
45306,9,8,9,-1
45307,2,10,5,-1
45308,0,9,6,6
45309,12,1,11,-1
45310,13,4,7,-1
45311,8,5,5,-1
45312,11,3,2,-1
45313,10,2,2,-1
45314,9,1,2,-1
45315,4,3,6,6
45316,2,11,0,-1
45317,7,13,10,-1
45318,5,12,8,-1
45319,3,11,6,-1
45320,14,3,3,-1
45321,9,0,3,-1
45322,10,4,4,7
45323,8,4,3,-1
45324,11,1,4,-1
45325,12,11,8,-1
45326,8,5,10,-1
45327,2,1,12,-1
45328,6,1,4,-1
45329,5,12,14,8
45330,12,7,2,-1
45331,10,5,9,-1
45332,1,5,6,-1
45333,4,5,12,-1
45334,7,10,12,-1
45335,5,5,2,-1
45336,9,4,13,6
45337,6,7,12,-1
45338,3,9,3,-1
45339,7,0,10,-1
45340,12,9,12,-1
45341,11,2,2,-1
45342,10,7,14,-1
45343,6,9,10,7
45344,8,3,1,-1
45345,2,6,1,-1
45346,14,4,4,-1
45347,7,7,14,-1
45348,12,10,9,-1
45349,13,1,6,-1
45350,5,3,14,8
45351,1,7,10,-1
45352,4,12,14,-1
45353,6,12,2,-1
45354,2,1,3,-1
45355,9,6,9,-1
45356,0,1,3,-1
45357,3,6,5,8
45358,10,3,2,-1
45359,11,1,7,-1
45360,5,11,0,-1
45361,4,14,12,-1
45362,1,9,4,-1
45363,0,14,1,-1
45364,13,3,4,7
45365,5,14,3,-1
45366,11,9,14,-1
45367,4,2,6,-1
45368,1,1,14,-1
45369,0,6,6,-1
45370,11,8,10,-1
45371,3,5,5,6
45372,1,2,1,-1
45373,14,2,9,-1
45374,11,13,8,-1
45375,9,9,6,-1
45376,3,7,4,-1
45377,0,5,9,-1
45378,0,12,0,7
45379,11,1,3,-1
45380,8,2,1,-1
45381,8,7,13,-1
45382,13,1,10,-1
45383,5,10,3,-1
45384,9,5,8,-1
45385,5,11,7,7
45386,8,7,9,-1
45387,6,4,11,-1
45388,11,12,10,-1
45389,7,8,1,-1
45390,5,2,11,-1
45391,3,1,12,-1
45392,6,6,9,9
45393,7,12,5,-1
45394,7,1,12,-1
45395,10,12,5,-1
45396,11,10,14,-1
45397,11,14,5,-1
45398,5,4,11,-1
45399,2,2,2,8
45400,6,9,1,-1
45401,3,7,8,-1
45402,12,13,14,-1
45403,3,13,11,-1
45404,10,8,11,-1
45405,10,14,4,-1
45406,12,5,14,7
45407,1,11,4,-1
45408,2,0,3,-1
45409,12,5,10,-1
45410,0,8,8,-1
45411,6,3,13,-1
45412,8,10,10,-1
45413,4,1,4,6
45414,9,3,2,-1
45415,8,12,13,-1
45416,12,13,11,-1
45417,14,11,13,-1
45418,9,11,5,-1
45419,9,10,7,-1
45420,8,2,8,8
45421,2,7,3,-1
45422,4,12,5,-1
45423,1,7,4,-1
45424,11,8,13,-1
45425,10,14,4,-1
45426,0,4,12,-1
45427,1,0,1,8
45428,11,4,14,-1
45429,2,2,1,-1
45430,5,13,7,-1
45431,8,6,7,-1
45432,0,1,14,-1
45433,13,13,11,-1
45434,6,8,14,8
45435,6,4,5,-1
45436,12,13,3,-1
45437,8,14,1,-1
45438,2,2,1,-1
45439,5,13,5,-1
45440,0,4,12,-1
45441,2,12,10,6
45442,9,7,2,-1
45443,5,1,3,-1
45444,8,13,4,-1
45445,11,5,7,-1
45446,5,4,2,-1
45447,9,0,14,-1
45448,13,2,14,9
45449,4,3,3,-1
45450,7,4,14,-1
45451,6,13,9,-1
45452,7,2,0,-1
45453,3,9,6,-1
45454,4,0,4,-1
45455,4,8,8,8
45456,7,0,14,-1
45457,9,12,5,-1
45458,2,11,3,-1
45459,14,0,1,-1
45460,2,14,13,-1
45461,9,11,13,-1
45462,7,5,6,7
45463,3,4,8,-1
45464,0,3,9,-1
45465,0,0,4,-1
45466,14,8,5,-1
45467,5,2,0,-1
45468,7,11,12,-1
45469,12,7,6,8
45470,8,5,9,-1
45471,11,11,4,-1
45472,11,6,5,-1
45473,14,2,1,-1
45474,9,0,3,-1
45475,6,14,10,-1
45476,7,8,1,7
45477,4,14,4,-1
45478,7,11,6,-1
45479,12,13,14,-1
45480,7,10,14,-1
45481,10,13,2,-1
45482,5,4,1,-1
45483,13,13,9,6
45484,5,7,11,-1
45485,4,4,12,-1
45486,4,5,13,-1
45487,14,11,8,-1
45488,13,14,8,-1
45489,6,7,5,-1
45490,12,8,1,8
45491,14,9,12,-1
45492,13,5,5,-1
45493,2,1,6,-1
45494,8,12,0,-1
45495,6,3,3,-1
45496,4,14,13,-1
45497,5,3,3,6
45498,12,8,11,-1
45499,1,1,7,-1
45500,10,1,3,-1
45501,8,8,9,-1
45502,12,6,4,-1
45503,14,4,10,-1
45504,1,3,7,9
45505,5,8,13,-1
45506,10,14,3,-1
45507,14,6,8,-1
45508,12,2,8,-1
45509,13,1,6,-1
45510,11,3,6,-1
45511,3,12,14,6
45512,6,2,12,-1
45513,0,12,10,-1
45514,7,14,0,-1
45515,10,6,14,-1
45516,9,5,2,-1
45517,3,6,10,-1
45518,14,13,2,6
45519,13,9,11,-1
45520,8,3,12,-1
45521,8,3,6,-1
45522,11,0,12,-1
45523,0,11,2,-1
45524,4,14,14,-1
45525,7,14,13,8
45526,12,2,4,-1
45527,9,1,13,-1
45528,3,1,1,-1
45529,0,1,12,-1
45530,14,14,0,-1
45531,9,11,9,-1
45532,2,0,9,8
45533,2,1,10,-1
45534,10,8,7,-1
45535,2,5,6,-1
45536,9,8,10,-1
45537,14,4,2,-1
45538,9,0,10,-1
45539,6,0,12,6
45540,12,11,8,-1
45541,5,4,12,-1
45542,1,4,7,-1
45543,13,12,14,-1
45544,6,9,11,-1
45545,1,13,10,-1
45546,14,14,2,7
45547,10,8,2,-1
45548,12,5,10,-1
45549,5,7,14,-1
45550,12,14,9,-1
45551,1,2,11,-1
45552,1,8,3,-1
45553,1,12,5,8
45554,10,7,8,-1
45555,11,14,9,-1
45556,14,5,8,-1
45557,6,2,4,-1
45558,13,1,5,-1
45559,2,5,13,-1
45560,6,12,7,6
45561,12,5,6,-1
45562,4,3,10,-1
45563,2,8,6,-1
45564,3,10,8,-1
45565,3,0,0,-1
45566,3,6,13,-1
45567,6,0,4,9
45568,11,4,10,-1
45569,13,0,1,-1
45570,12,0,5,-1
45571,2,3,4,-1
45572,1,6,12,-1
45573,3,8,8,-1
45574,6,3,5,8
45575,6,4,4,-1
45576,1,14,13,-1
45577,5,5,7,-1
45578,1,5,11,-1
45579,1,12,2,-1
45580,7,2,11,-1
45581,2,9,2,9
45582,4,4,5,-1
45583,8,0,0,-1
45584,6,3,6,-1
45585,1,2,14,-1
45586,5,7,12,-1
45587,1,12,3,-1
45588,12,10,10,9
45589,5,11,5,-1
45590,8,11,11,-1
45591,5,3,5,-1
45592,1,0,6,-1
45593,10,0,14,-1
45594,5,2,3,-1
45595,4,9,8,7
45596,5,12,13,-1
45597,10,0,4,-1
45598,1,10,11,-1
45599,14,10,6,-1
45600,13,6,5,-1
45601,5,9,10,-1
45602,6,0,11,6
45603,7,8,9,-1
45604,6,12,10,-1
45605,8,8,12,-1
45606,1,10,10,-1
45607,7,0,3,-1
45608,14,11,6,-1
45609,8,14,7,7
45610,6,7,8,-1
45611,0,12,2,-1
45612,7,13,8,-1
45613,14,3,14,-1
45614,0,2,9,-1
45615,14,13,9,-1
45616,2,11,10,8
45617,7,2,13,-1
45618,2,3,3,-1
45619,12,5,10,-1
45620,7,14,4,-1
45621,14,2,3,-1
45622,14,4,3,-1
45623,8,13,8,7
45624,8,1,3,-1
45625,11,12,3,-1
45626,0,8,10,-1
45627,8,8,11,-1
45628,10,7,3,-1
45629,5,10,8,-1
45630,10,13,6,9
45631,9,13,12,-1
45632,4,0,11,-1
45633,1,10,8,-1
45634,1,1,10,-1
45635,3,1,10,-1
45636,9,2,4,-1
45637,6,0,11,7
45638,1,9,4,-1
45639,3,8,1,-1
45640,14,0,14,-1
45641,9,1,13,-1
45642,10,0,13,-1
45643,0,2,7,-1
45644,12,1,3,7
45645,7,2,4,-1
45646,8,1,0,-1
45647,10,7,9,-1
45648,9,9,10,-1
45649,5,12,5,-1
45650,5,6,13,-1
45651,14,14,9,7
45652,2,0,4,-1
45653,6,7,8,-1
45654,8,0,14,-1
45655,0,0,5,-1
45656,5,3,3,-1
45657,9,5,0,-1
45658,6,11,8,8
45659,9,1,3,-1
45660,0,1,6,-1
45661,8,1,1,-1
45662,4,1,1,-1
45663,13,11,7,-1
45664,4,4,10,-1
45665,13,2,1,9
45666,14,2,10,-1
45667,13,6,10,-1
45668,8,0,1,-1
45669,0,13,13,-1
45670,7,4,11,-1
45671,14,2,11,-1
45672,4,8,5,9
45673,12,8,14,-1
45674,4,12,1,-1
45675,13,11,7,-1
45676,11,3,12,-1
45677,7,9,0,-1
45678,2,4,1,-1
45679,6,5,10,8
45680,9,0,5,-1
45681,10,14,0,-1
45682,8,13,8,-1
45683,11,14,12,-1
45684,14,1,2,-1
45685,11,0,6,-1
45686,1,13,7,6
45687,0,0,2,-1
45688,8,5,4,-1
45689,10,0,7,-1
45690,0,11,0,-1
45691,11,11,8,-1
45692,7,12,8,-1
45693,12,5,8,6
45694,9,2,10,-1
45695,0,13,12,-1
45696,8,7,0,-1
45697,5,13,13,-1
45698,1,12,1,-1
45699,13,8,6,-1
45700,13,11,9,8
45701,7,2,14,-1
45702,2,8,10,-1
45703,1,2,4,-1
45704,0,7,5,-1
45705,7,14,6,-1
45706,1,5,1,-1
45707,4,12,6,9
45708,4,11,13,-1
45709,7,6,8,-1
45710,6,5,9,-1
45711,14,1,12,-1
45712,10,12,11,-1
45713,2,12,3,-1
45714,5,8,3,6
45715,9,14,7,-1
45716,4,6,8,-1
45717,9,13,11,-1
45718,10,4,14,-1
45719,9,1,3,-1
45720,2,8,10,-1
45721,9,5,11,7
45722,8,7,14,-1
45723,4,14,14,-1
45724,7,9,2,-1
45725,9,10,11,-1
45726,8,3,14,-1
45727,5,5,9,-1
45728,13,1,5,6
45729,3,10,7,-1
45730,2,7,11,-1
45731,0,1,14,-1
45732,12,6,4,-1
45733,12,13,9,-1
45734,3,8,0,-1
45735,11,5,8,6
45736,3,9,8,-1
45737,1,10,7,-1
45738,11,11,4,-1
45739,5,10,10,-1
45740,9,10,4,-1
45741,9,0,1,-1
45742,4,3,2,9
45743,4,4,5,-1
45744,10,10,1,-1
45745,10,13,3,-1
45746,13,10,2,-1
45747,11,13,7,-1
45748,8,4,2,-1
45749,12,2,3,8
45750,11,6,9,-1
45751,0,2,10,-1
45752,6,12,13,-1
45753,6,14,6,-1
45754,1,10,0,-1
45755,14,5,11,-1
45756,2,6,10,8
45757,10,4,10,-1
45758,14,3,5,-1
45759,11,1,6,-1
45760,14,0,12,-1
45761,1,9,3,-1
45762,7,11,14,-1
45763,9,6,3,8
45764,10,3,12,-1
45765,13,12,14,-1
45766,5,1,12,-1
45767,5,5,8,-1
45768,7,10,9,-1
45769,8,3,0,-1
45770,10,12,11,8
45771,10,13,3,-1
45772,4,12,9,-1
45773,1,3,13,-1
45774,0,4,11,-1
45775,3,8,7,-1
45776,12,7,6,-1
45777,8,7,9,6
45778,1,6,3,-1
45779,2,3,12,-1
45780,8,2,12,-1
45781,8,5,7,-1
45782,7,2,5,-1
45783,2,7,6,-1
45784,7,2,13,7
45785,7,1,2,-1
45786,1,11,13,-1
45787,4,14,0,-1
45788,7,10,3,-1
45789,0,12,0,-1
45790,1,11,9,-1
45791,1,5,11,9
45792,4,4,8,-1
45793,11,4,3,-1
45794,6,13,10,-1
45795,9,9,1,-1
45796,5,6,9,-1
45797,8,9,8,-1
45798,14,11,4,6
45799,9,4,5,-1
45800,6,13,0,-1
45801,5,5,7,-1
45802,4,11,3,-1
45803,10,8,12,-1
45804,4,4,6,-1
45805,6,11,2,6
45806,14,5,7,-1
45807,3,0,3,-1
45808,9,7,4,-1
45809,6,9,2,-1
45810,9,11,9,-1
45811,8,10,9,-1
45812,3,6,12,9
45813,5,3,14,-1
45814,2,1,10,-1
45815,13,2,4,-1
45816,3,5,5,-1
45817,4,1,2,-1
45818,2,6,10,-1
45819,8,14,7,9
45820,9,13,2,-1
45821,0,1,8,-1
45822,4,6,10,-1
45823,13,5,11,-1
45824,10,13,2,-1
45825,2,14,5,-1
45826,8,14,0,8
45827,6,8,2,-1
45828,6,12,4,-1
45829,7,11,6,-1
45830,11,13,7,-1
45831,8,13,5,-1
45832,12,8,8,-1
45833,9,3,9,6
45834,1,1,3,-1
45835,2,6,13,-1
45836,1,13,5,-1
45837,3,11,1,-1
45838,10,14,10,-1
45839,8,6,12,-1
45840,8,6,7,7
45841,14,14,0,-1
45842,11,6,1,-1
45843,4,0,13,-1
45844,2,13,10,-1
45845,12,1,8,-1
45846,11,5,1,-1
45847,12,0,6,9
45848,10,3,2,-1
45849,5,14,12,-1
45850,14,1,5,-1
45851,9,12,6,-1
45852,7,11,7,-1
45853,5,1,7,-1
45854,6,9,5,9
45855,13,7,4,-1
45856,13,9,9,-1
45857,9,12,9,-1
45858,4,1,11,-1
45859,7,14,6,-1
45860,2,1,13,-1
45861,4,9,11,9
45862,11,5,4,-1
45863,11,12,1,-1
45864,8,13,13,-1
45865,0,10,10,-1
45866,4,13,8,-1
45867,8,3,5,-1
45868,7,2,9,7
45869,6,12,4,-1
45870,10,8,5,-1
45871,10,1,12,-1
45872,3,12,11,-1
45873,4,10,5,-1
45874,7,5,7,-1
45875,7,2,13,6
45876,1,6,14,-1
45877,6,7,10,-1
45878,12,8,10,-1
45879,0,13,10,-1
45880,7,13,1,-1
45881,13,8,9,-1
45882,1,4,12,6
45883,10,3,13,-1
45884,14,0,0,-1
45885,7,2,8,-1
45886,11,11,12,-1
45887,2,13,9,-1
45888,0,5,6,-1
45889,0,2,11,9
45890,9,14,1,-1
45891,4,9,0,-1
45892,5,10,3,-1
45893,14,2,14,-1
45894,3,10,11,-1
45895,10,14,2,-1
